p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
1,2,"50,0",2,3,"66,7",1,2,"50,0",3,5,"60,0",1144,19:04,,0,0,0,0,0,0,2,2,1,,-2,9,4,0,1,8,0,0,1843906,0,A. SCARIOLO ARES,https://imagenes.feb.es/foto.aspx?c=1843906,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1344,22:24,,3,0,1,5,3,8,2,2,1,,1,15,1,8,1,6,0,0,2788739,1,L. SMITH,https://imagenes.feb.es/foto.aspx?c=2788739,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,1,"0,0",2,5,"40,0",2,6,"33,3",1641,27:21,,0,1,0,1,4,5,2,0,0,,15,9,2,5,2,6,0,0,2319991,4,S. NIANG BEYE,https://imagenes.feb.es/foto.aspx?c=2319991,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,1,"0,0",1,4,"25,0",1,5,"20,0",962,16:02,,0,0,0,0,1,1,0,0,0,,-1,-2,0,1,2,3,0,0,2821058,6,J. BOCCA,https://imagenes.feb.es/foto.aspx?c=2821058,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",6,8,"75,0",5,6,"83,3",11,14,"78,6",1845,30:45,,0,0,0,2,1,3,0,1,3,,4,26,1,3,4,27,1,0,2027826,13,O. MATULIONIS,https://imagenes.feb.es/foto.aspx?c=2027826,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2008018,15,O. SIQUIER COSTA,https://imagenes.feb.es/foto.aspx?c=2008018,FIBWI MALLORCA BASQUET PALMA 
1,2,"50,0",2,2,"100,0",0,2,"0,0",2,4,"50,0",1422,23:42,,4,0,1,0,4,4,3,1,2,,-6,15,3,4,2,5,1,0,1509876,23,J. ARAMBURU LAMY,https://imagenes.feb.es/foto.aspx?c=1509876,FIBWI MALLORCA BASQUET PALMA 
2,2,"100,0",2,4,"50,0",1,5,"20,0",3,9,"33,3",1317,21:57,,0,2,0,0,3,3,2,3,0,,1,9,5,3,1,9,1,0,2818075,24,L. CAPALBO,https://imagenes.feb.es/foto.aspx?c=2818075,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1241485,30,J. MARTINEZ CABEZUDO,https://imagenes.feb.es/foto.aspx?c=1241485,FIBWI MALLORCA BASQUET PALMA 
2,2,"100,0",0,3,"0,0",2,5,"40,0",2,8,"25,0",1210,20:10,,0,0,0,1,0,1,2,3,0,,-6,1,1,1,2,8,1,0,2583212,33,L. BRACEY,https://imagenes.feb.es/foto.aspx?c=2583212,FIBWI MALLORCA BASQUET PALMA 
