p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
3,4,"75,0",2,3,"66,7",1,5,"20,0",3,8,"37,5",1238,20:38,,0,0,0,0,1,1,4,2,2,,18,14,5,1,0,10,1,0,2557970,0,D. CUEVAS SIMARRO,https://imagenes.feb.es/foto.aspx?c=2557970,LEYMA CORUÑA
0,0,"0,0",4,5,"80,0",3,6,"50,0",7,11,"63,6",1378,22:58,,1,1,0,1,2,3,1,1,0,,13,18,2,3,1,17,0,0,2371535,4,P. JORGENSEN,https://imagenes.feb.es/foto.aspx?c=2371535,LEYMA CORUÑA
0,0,"0,0",3,3,"100,0",4,6,"66,7",7,9,"77,8",1078,17:58,,0,0,0,2,2,4,1,0,1,,23,21,1,4,2,18,1,1,1491674,5,G. JOU COLL,https://imagenes.feb.es/foto.aspx?c=1491674,LEYMA CORUÑA
1,2,"50,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",461,07:41,,0,0,0,0,1,1,1,0,0,,3,1,0,1,3,3,0,0,2814191,6,M. BRAZ,https://imagenes.feb.es/foto.aspx?c=2814191,LEYMA CORUÑA
1,2,"50,0",1,1,"100,0",1,2,"50,0",2,3,"66,7",1079,17:59,,0,0,0,2,2,4,1,1,1,,18,11,4,4,2,6,1,0,2843861,8,D. RADONCIC,https://imagenes.feb.es/foto.aspx?c=2843861,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2644143,9,C. DE SOUZA PACHECO,https://imagenes.feb.es/foto.aspx?c=2644143,LEYMA CORUÑA
0,0,"0,0",0,2,"0,0",0,4,"0,0",0,6,"0,0",1072,17:52,,0,0,0,0,0,0,0,0,1,,8,-5,3,0,3,0,0,0,2814190,13,D. BRNOVIC,https://imagenes.feb.es/foto.aspx?c=2814190,LEYMA CORUÑA
4,5,"80,0",3,4,"75,0",1,1,"100,0",4,5,"80,0",1137,18:57,,1,0,1,2,4,6,3,1,2,,11,22,1,6,1,13,1,0,1848359,21,I. DIOP GAYE,https://imagenes.feb.es/foto.aspx?c=1848359,LEYMA CORUÑA
0,0,"0,0",1,1,"100,0",2,4,"50,0",3,5,"60,0",910,15:10,,0,0,0,1,0,1,3,2,1,,7,9,2,1,2,8,0,0,2039654,22,C. VARELA ROMERO,https://imagenes.feb.es/foto.aspx?c=2039654,LEYMA CORUÑA
5,5,"100,0",1,2,"50,0",1,7,"14,3",2,9,"22,2",1297,21:37,,0,0,0,1,1,2,3,1,0,,13,5,1,2,3,10,1,0,2452677,24,J. CREMO,https://imagenes.feb.es/foto.aspx?c=2452677,LEYMA CORUÑA
3,4,"75,0",2,7,"28,6",0,0,"0,0",2,7,"28,6",1051,17:31,,0,0,0,4,4,8,4,0,3,,12,13,0,8,3,7,0,0,2815798,44,A. THIAM,https://imagenes.feb.es/foto.aspx?c=2815798,LEYMA CORUÑA
0,0,"0,0",3,3,"100,0",1,3,"33,3",4,6,"66,7",1299,21:39,,1,0,0,1,3,4,0,0,0,,4,13,2,4,1,9,0,0,1541543,50,J. DIAZ ALEJANO,https://imagenes.feb.es/foto.aspx?c=1541543,LEYMA CORUÑA
0,1,"0,0",6,8,"75,0",3,3,"100,0",9,11,"81,8",1583,26:23,,0,0,3,2,4,6,1,0,0,,-15,24,2,6,3,21,1,0,2642637,5,A. MURPHY,https://imagenes.feb.es/foto.aspx?c=2642637,FLEXICAR FUENLABRADA
0,0,"0,0",0,1,"0,0",1,3,"33,3",1,4,"25,0",1785,29:45,,0,0,0,0,4,4,5,4,1,,-11,10,7,4,3,3,1,0,2736767,7,M. DIAZ,https://imagenes.feb.es/foto.aspx?c=2736767,FLEXICAR FUENLABRADA
2,2,"100,0",2,5,"40,0",2,6,"33,3",4,11,"36,4",1750,29:10,,0,1,0,1,2,3,3,5,0,,-15,7,4,3,3,12,1,1,2157874,8,V. ALVES BENITE ,https://imagenes.feb.es/foto.aspx?c=2157874,FLEXICAR FUENLABRADA
0,2,"0,0",3,4,"75,0",1,4,"25,0",4,8,"50,0",1342,22:22,,0,0,0,1,1,2,2,3,1,,-11,5,4,2,4,9,1,0,1710454,11,D. MANCHON CRESPO,https://imagenes.feb.es/foto.aspx?c=1710454,FLEXICAR FUENLABRADA
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",441,07:21,,0,0,0,2,0,2,0,0,0,,-9,2,0,2,2,2,0,0,2736363,21,D. STOLBETSKIY,https://imagenes.feb.es/foto.aspx?c=2736363,FLEXICAR FUENLABRADA
0,0,"0,0",3,5,"60,0",1,2,"50,0",4,7,"57,1",1121,18:41,,0,1,0,1,0,1,0,0,0,,-17,6,0,1,1,9,0,0,2820729,30,P. RIGOT,https://imagenes.feb.es/foto.aspx?c=2820729,FLEXICAR FUENLABRADA
5,8,"62,5",1,2,"50,0",0,0,"0,0",1,2,"50,0",1002,16:42,,0,0,0,0,1,1,5,3,0,,-22,5,0,1,1,7,0,0,2819302,31,C. MARTIN,https://imagenes.feb.es/foto.aspx?c=2819302,FLEXICAR FUENLABRADA
