p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
4,4,"100,0",6,10,"60,0",2,7,"28,6",8,17,"47,1",1289,21:29,,0,0,0,0,1,1,3,4,0,,-24,13,0,1,0,22,1,0,2813978,2,T. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2813978,CAJA RURAL CB ZAMORA
0,0,"0,0",1,3,"33,3",1,3,"33,3",2,6,"33,3",1037,17:17,,0,0,0,1,0,1,1,1,0,,3,1,0,1,1,5,1,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
2,2,"100,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",1033,17:13,,0,0,0,0,2,2,1,1,1,,-21,3,1,2,2,2,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
0,0,"0,0",3,4,"75,0",0,3,"0,0",3,7,"42,9",1152,19:12,,0,0,0,0,1,1,3,2,0,,-28,6,2,1,0,6,0,0,1702420,9,J. PERIS CRESPO,https://imagenes.feb.es/foto.aspx?c=1702420,CAJA RURAL CB ZAMORA
5,6,"83,3",3,5,"60,0",0,1,"0,0",3,6,"50,0",1287,21:27,,0,0,0,1,1,2,4,0,2,,-13,14,1,2,2,11,1,0,1890908,13,A. MARTINEZ CLARIANA,https://imagenes.feb.es/foto.aspx?c=1890908,CAJA RURAL CB ZAMORA
2,2,"100,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",781,13:01,,0,0,0,0,2,2,1,0,0,,2,2,0,2,3,2,0,0,2819218,14,D. KRISTENSEN,https://imagenes.feb.es/foto.aspx?c=2819218,CAJA RURAL CB ZAMORA
2,4,"50,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",960,16:00,,0,0,0,0,1,1,2,0,0,,-7,3,0,1,2,4,1,0,2432888,15,O. LO       ,https://imagenes.feb.es/foto.aspx?c=2432888,CAJA RURAL CB ZAMORA
0,0,"0,0",1,3,"33,3",0,1,"0,0",1,4,"25,0",1057,17:37,,1,0,0,0,4,4,0,3,3,,-10,4,2,4,2,2,0,0,1947677,17,T. NASPLER PERAIRE,https://imagenes.feb.es/foto.aspx?c=1947677,CAJA RURAL CB ZAMORA
0,1,"0,0",3,8,"37,5",0,0,"0,0",3,8,"37,5",1310,21:50,,0,1,1,2,3,5,1,1,0,,-7,3,1,5,3,6,1,0,2335179,21,J. VAN ZEGEREN,https://imagenes.feb.es/foto.aspx?c=2335179,CAJA RURAL CB ZAMORA
1,2,"50,0",1,4,"25,0",0,3,"0,0",1,7,"14,3",1146,19:06,,0,1,1,2,2,4,1,0,1,,-26,1,1,4,2,3,0,0,2814245,34,S. THRASTARSON,https://imagenes.feb.es/foto.aspx?c=2814245,CAJA RURAL CB ZAMORA
3,3,"100,0",2,5,"40,0",0,0,"0,0",2,5,"40,0",948,15:48,,0,3,0,1,2,3,3,0,1,,-24,8,0,3,3,7,0,0,2334629,55,J. PAUKSTÈ,https://imagenes.feb.es/foto.aspx?c=2334629,CAJA RURAL CB ZAMORA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2087017,80,P. MONTESDEOCA SANTANA,https://imagenes.feb.es/foto.aspx?c=2087017,CAJA RURAL CB ZAMORA
6,6,"100,0",3,4,"75,0",0,1,"0,0",3,5,"60,0",1283,21:23,,2,0,1,3,6,9,6,3,1,,20,23,1,9,3,12,1,0,2640663,0,A. NGOM,https://imagenes.feb.es/foto.aspx?c=2640663,INVEREADY GIPUZKOA
1,2,"50,0",4,7,"57,1",3,4,"75,0",7,11,"63,6",1368,22:48,,0,0,1,1,1,2,2,2,2,,15,18,3,2,2,18,1,0,2862573,1,J. TATE,https://imagenes.feb.es/foto.aspx?c=2862573,INVEREADY GIPUZKOA
0,0,"0,0",2,4,"50,0",3,4,"75,0",5,8,"62,5",1427,23:47,,0,0,0,1,2,3,0,0,2,,28,15,2,3,2,13,1,0,2678649,2,O. HANZLIK,https://imagenes.feb.es/foto.aspx?c=2678649,INVEREADY GIPUZKOA
2,2,"100,0",2,5,"40,0",1,3,"33,3",3,8,"37,5",839,13:59,,0,0,0,0,1,1,4,1,2,,23,10,1,1,1,9,0,1,1749125,6,A. ZUBIZARRETA ARANBARRI,https://imagenes.feb.es/foto.aspx?c=1749125,INVEREADY GIPUZKOA
