p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
6,7,"85,7",3,6,"50,0",0,1,"0,0",3,7,"42,9",978,16:18,,0,2,0,1,3,4,7,0,0,,7,18,2,4,2,12,0,0,1843906,0,A. SCARIOLO ARES,https://imagenes.feb.es/foto.aspx?c=1843906,FIBWI MALLORCA BASQUET PALMA 
0,4,"0,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1170,19:30,,1,0,2,3,5,8,2,2,0,,3,8,0,8,3,6,0,0,2788739,1,L. SMITH,https://imagenes.feb.es/foto.aspx?c=2788739,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",1,1,"100,0",1,1,"100,0",722,12:02,,0,0,0,0,4,4,0,0,0,,5,6,0,4,1,3,0,0,2838797,5,L. MENUGE,https://imagenes.feb.es/foto.aspx?c=2838797,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",1057,17:37,,0,0,0,0,0,0,1,0,0,,-10,1,1,0,3,3,1,0,2821058,6,J. BOCCA,https://imagenes.feb.es/foto.aspx?c=2821058,FIBWI MALLORCA BASQUET PALMA 
1,2,"50,0",0,2,"0,0",0,1,"0,0",0,3,"0,0",1746,29:06,,1,0,0,0,0,0,1,0,1,,13,-1,1,0,2,1,1,0,2027826,13,O. MATULIONIS,https://imagenes.feb.es/foto.aspx?c=2027826,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2008018,15,O. SIQUIER COSTA,https://imagenes.feb.es/foto.aspx?c=2008018,FIBWI MALLORCA BASQUET PALMA 
3,6,"50,0",5,9,"55,6",1,4,"25,0",6,13,"46,2",1678,27:58,,0,0,1,3,5,8,5,2,1,,-3,17,1,8,2,16,1,0,1509876,23,J. ARAMBURU LAMY,https://imagenes.feb.es/foto.aspx?c=1509876,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2818075,24,L. CAPALBO,https://imagenes.feb.es/foto.aspx?c=2818075,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1241485,30,J. MARTINEZ CABEZUDO,https://imagenes.feb.es/foto.aspx?c=1241485,FIBWI MALLORCA BASQUET PALMA 
8,9,"88,9",2,7,"28,6",0,3,"0,0",2,10,"20,0",1905,31:45,,0,0,0,0,2,2,5,1,0,,0,8,3,2,4,12,1,0,2583212,33,L. BRACEY,https://imagenes.feb.es/foto.aspx?c=2583212,FIBWI MALLORCA BASQUET PALMA 
1,2,"50,0",2,5,"40,0",3,8,"37,5",5,13,"38,5",1514,25:14,,0,0,0,0,2,2,1,1,0,,-4,2,0,2,5,14,0,0,2783882,44,B. VAZQUEZ ARRAIZA,https://imagenes.feb.es/foto.aspx?c=2783882,FIBWI MALLORCA BASQUET PALMA 
