p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",3,5,"60,0",0,0,"0,0",3,5,"60,0",1037,17:17,,0,0,0,1,2,3,1,2,1,,4,6,3,3,4,6,1,0,2276415,2,A. WINTERING,https://imagenes.feb.es/foto.aspx?c=2276415,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",80,01:20,,0,0,0,0,1,1,0,0,0,,0,0,0,1,0,0,0,0,2186516,4,O. GOMEZ FERNANDEZ,https://imagenes.feb.es/foto.aspx?c=2186516,SÚPER AGROPAL PALENCIA
0,1,"0,0",4,5,"80,0",2,9,"22,2",6,14,"42,9",1286,21:26,,0,0,0,1,1,2,2,2,1,,7,5,1,2,4,14,1,0,2734949,5,A. KUNKEL,https://imagenes.feb.es/foto.aspx?c=2734949,SÚPER AGROPAL PALENCIA
0,0,"0,0",2,3,"66,7",5,8,"62,5",7,11,"63,6",1577,26:17,,0,1,0,0,3,3,1,0,1,,12,19,1,3,2,19,1,0,2092465,6,T. BORG,https://imagenes.feb.es/foto.aspx?c=2092465,SÚPER AGROPAL PALENCIA
0,0,"0,0",2,3,"66,7",0,2,"0,0",2,5,"40,0",1296,21:36,,0,1,0,1,2,3,0,1,3,,17,7,2,3,1,4,0,0,1750421,7,X. OROZ URIA,https://imagenes.feb.es/foto.aspx?c=1750421,SÚPER AGROPAL PALENCIA
4,7,"57,1",1,1,"100,0",2,7,"28,6",3,8,"37,5",1457,24:17,,0,0,0,1,6,7,7,2,1,,5,16,0,7,1,12,0,0,2533871,8,I. JAKOVICS,https://imagenes.feb.es/foto.aspx?c=2533871,SÚPER AGROPAL PALENCIA
3,5,"60,0",1,1,"100,0",1,4,"25,0",2,5,"40,0",1348,22:28,,0,0,1,0,3,3,3,1,0,,11,7,0,3,1,8,0,0,2734950,9,M. KAMBA,https://imagenes.feb.es/foto.aspx?c=2734950,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1376540,11,M. RODRIGUEZ BARRIENTOS,https://imagenes.feb.es/foto.aspx?c=1376540,SÚPER AGROPAL PALENCIA
2,3,"66,7",4,4,"100,0",0,1,"0,0",4,5,"80,0",1519,25:19,,0,0,1,1,2,3,2,0,0,,4,9,1,3,5,10,1,0,2640789,13,J. VRANKIC,https://imagenes.feb.es/foto.aspx?c=2640789,SÚPER AGROPAL PALENCIA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1382607,15,J. GONZALEZ CALVO,https://imagenes.feb.es/foto.aspx?c=1382607,SÚPER AGROPAL PALENCIA
