p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",269,04:29,,1,1,0,0,1,1,0,1,0,,-5,1,0,1,1,2,1,0,1715117,00,E. VICEDO AYALA,https://imagenes.feb.es/foto.aspx?c=1715117,HESTIA MENORCA
0,2,"0,0",0,0,"0,0",3,6,"50,0",3,6,"50,0",1195,19:55,,0,0,0,1,1,2,2,1,1,,-2,6,2,2,4,9,0,0,2785180,1,J. CONE,https://imagenes.feb.es/foto.aspx?c=2785180,HESTIA MENORCA
3,4,"75,0",3,3,"100,0",2,5,"40,0",5,8,"62,5",2113,35:13,,1,0,0,1,9,10,2,0,2,,12,27,2,10,1,15,0,0,2820270,3,N. GALETTE,https://imagenes.feb.es/foto.aspx?c=2820270,HESTIA MENORCA
0,0,"0,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",1167,19:27,,1,0,0,0,4,4,2,1,0,,4,4,1,4,2,0,1,0,2662856,8,F. SCHOTT,https://imagenes.feb.es/foto.aspx?c=2662856,HESTIA MENORCA
6,7,"85,7",4,6,"66,7",0,1,"0,0",4,7,"57,1",1424,23:44,,2,0,0,3,2,5,6,2,0,,13,21,3,5,3,14,1,0,2446720,10,F. ZURBRIGGEN,https://imagenes.feb.es/foto.aspx?c=2446720,HESTIA MENORCA
2,2,"100,0",3,9,"33,3",1,3,"33,3",4,12,"33,3",1636,27:16,,0,2,0,2,1,3,4,4,2,,14,8,1,3,1,11,0,0,2650859,11,S. LITTLESON,https://imagenes.feb.es/foto.aspx?c=2650859,HESTIA MENORCA
1,2,"50,0",1,4,"25,0",2,3,"66,7",3,7,"42,9",490,08:10,,0,1,0,0,0,0,1,0,1,,8,7,1,0,0,9,0,0,1938697,13,J. LOBO MARTORELL,https://imagenes.feb.es/foto.aspx?c=1938697,HESTIA MENORCA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1784407,15,P. MOLINS CALDERON,https://imagenes.feb.es/foto.aspx?c=1784407,HESTIA MENORCA
1,3,"33,3",1,2,"50,0",0,6,"0,0",1,8,"12,5",1249,20:49,,0,0,0,1,1,2,1,2,2,,-4,0,4,2,1,3,1,0,2325133,21,T. MCFADDEN,https://imagenes.feb.es/foto.aspx?c=2325133,HESTIA MENORCA
0,2,"0,0",2,4,"50,0",0,0,"0,0",2,4,"50,0",941,15:41,,1,0,0,0,0,0,2,1,1,,0,0,0,0,3,4,0,0,2702840,23,E. WEMBI,https://imagenes.feb.es/foto.aspx?c=2702840,HESTIA MENORCA
0,0,"0,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",1224,20:24,,0,1,0,1,2,3,1,0,1,,-8,4,0,3,0,0,1,1,1875914,55,A. SOLA IDDRISU,https://imagenes.feb.es/foto.aspx?c=1875914,HESTIA MENORCA
