p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,2,"100,0",3,6,"50,0",1,2,"50,0",4,8,"50,0",1394,23:14,,0,0,0,0,2,2,3,2,1,,-4,8,1,2,4,11,1,0,2867056,7,A. VRABAC,https://imagenes.feb.es/foto.aspx?c=2867056,CLOUD.GAL OURENSE BALONCESTO 
1,2,"50,0",3,4,"75,0",0,0,"0,0",3,4,"75,0",941,15:41,,0,0,2,1,3,4,4,2,0,,1,9,0,4,2,7,1,0,2819330,9,C. OKANU,https://imagenes.feb.es/foto.aspx?c=2819330,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",2,4,"50,0",1,3,"33,3",3,7,"42,9",1070,17:50,,0,0,0,3,0,3,1,1,3,,1,7,0,3,2,7,0,0,1778999,10,I. VAZQUEZ PEREZ,https://imagenes.feb.es/foto.aspx?c=1778999,CLOUD.GAL OURENSE BALONCESTO 
5,6,"83,3",1,4,"25,0",0,2,"0,0",1,6,"16,7",764,12:44,,0,0,0,0,1,1,3,0,1,,5,7,1,1,0,7,0,0,1886852,11,M. FERNANDEZ CARBALLO,https://imagenes.feb.es/foto.aspx?c=1886852,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1765084,12,S. HUGUET CARRASCO,https://imagenes.feb.es/foto.aspx?c=1765084,CLOUD.GAL OURENSE BALONCESTO 
1,2,"50,0",1,3,"33,3",3,4,"75,0",4,7,"57,1",1504,25:04,,0,0,0,0,3,3,3,0,1,,-1,13,1,3,3,12,1,0,2819327,22,G. KALSCHEUR,https://imagenes.feb.es/foto.aspx?c=2819327,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",1,3,"33,3",1,2,"50,0",2,5,"40,0",1006,16:46,,0,0,0,0,2,2,0,1,0,,6,3,1,2,1,5,0,0,2819332,23,D. SARAIVA SEIXAS,https://imagenes.feb.es/foto.aspx?c=2819332,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",2,3,"66,7",2,2,"100,0",4,5,"80,0",1411,23:31,,0,0,0,2,2,4,1,1,0,,-2,13,2,4,2,10,1,0,2781800,24,S. MC DONNELL,https://imagenes.feb.es/foto.aspx?c=2781800,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",3,5,"60,0",0,0,"0,0",3,5,"60,0",708,11:48,,0,0,1,3,1,4,1,1,0,,5,7,1,4,2,6,0,0,1863291,27,M. IGLESIAS FERNANDEZ,https://imagenes.feb.es/foto.aspx?c=1863291,CLOUD.GAL OURENSE BALONCESTO 
2,2,"100,0",2,7,"28,6",1,2,"50,0",3,9,"33,3",1499,24:59,,0,0,0,0,2,2,2,3,0,,-1,5,4,2,3,9,1,1,2650871,28,R. DIAS MARQUES LISBOA SANTOS,https://imagenes.feb.es/foto.aspx?c=2650871,CLOUD.GAL OURENSE BALONCESTO 
0,0,"0,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",760,12:40,,2,0,0,1,0,1,2,0,1,,-4,6,0,1,1,2,0,0,2654188,35,R. GILL,https://imagenes.feb.es/foto.aspx?c=2654188,CLOUD.GAL OURENSE BALONCESTO 
1,2,"50,0",1,3,"33,3",0,3,"0,0",1,6,"16,7",943,15:43,,0,0,1,0,1,1,1,0,1,,4,1,2,1,1,3,0,0,2819335,41,C. JÜRGENS,https://imagenes.feb.es/foto.aspx?c=2819335,CLOUD.GAL OURENSE BALONCESTO 
3,3,"100,0",0,2,"0,0",1,4,"25,0",1,6,"16,7",1151,19:11,,0,0,0,0,2,2,5,1,0,,7,9,4,2,2,6,1,0,2814904,5,M. JACKSON,https://imagenes.feb.es/foto.aspx?c=2814904,GRUPO URETA TIZONA BURGOS
3,4,"75,0",4,5,"80,0",0,3,"0,0",4,8,"50,0",1505,25:05,,0,0,0,2,5,7,6,4,1,,7,20,6,7,2,11,1,0,2814906,8,F. TERINS,https://imagenes.feb.es/foto.aspx?c=2814906,GRUPO URETA TIZONA BURGOS
4,5,"80,0",8,9,"88,9",1,4,"25,0",9,13,"69,2",1513,25:13,,0,1,0,1,4,5,5,4,1,,5,25,1,5,1,23,1,0,1787348,10,A. PARRADO CALABRIA,https://imagenes.feb.es/foto.aspx?c=1787348,GRUPO URETA TIZONA BURGOS
1,2,"50,0",4,6,"66,7",0,1,"0,0",4,7,"57,1",1286,21:26,,0,0,2,1,1,2,1,1,0,,9,4,0,2,3,9,0,0,1572466,13,R. VILA SOLEY,https://imagenes.feb.es/foto.aspx?c=1572466,GRUPO URETA TIZONA BURGOS
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",651,10:51,,0,0,0,0,1,1,0,1,1,,-6,-3,0,1,3,0,0,0,1808439,21,G. GIL GARCIA,https://imagenes.feb.es/foto.aspx?c=1808439,GRUPO URETA TIZONA BURGOS
