p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,2,"100,0",1,1,"100,0",2,6,"33,3",3,7,"42,9",1271,21:11,,0,0,0,0,6,6,2,0,1,,13,13,1,6,3,10,1,0,2557970,0,D. CUEVAS SIMARRO,https://imagenes.feb.es/foto.aspx?c=2557970,LEYMA CORUÑA
2,2,"100,0",2,6,"33,3",1,6,"16,7",3,12,"25,0",1451,24:11,,0,1,0,0,4,4,6,3,2,,-12,7,0,4,2,9,0,0,2371535,4,P. JORGENSEN,https://imagenes.feb.es/foto.aspx?c=2371535,LEYMA CORUÑA
3,4,"75,0",2,3,"66,7",1,6,"16,7",3,9,"33,3",1556,25:56,,1,0,0,5,4,9,3,0,0,,4,17,3,9,2,10,1,1,1491674,5,G. JOU COLL,https://imagenes.feb.es/foto.aspx?c=1491674,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",265,04:25,,0,0,0,0,0,0,0,0,0,,-8,-1,0,0,1,0,0,0,2814191,6,M. BRAZ,https://imagenes.feb.es/foto.aspx?c=2814191,LEYMA CORUÑA
2,2,"100,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1295,21:35,,0,0,0,0,3,3,4,3,0,,16,12,4,3,4,8,1,0,2843861,8,D. RADONCIC,https://imagenes.feb.es/foto.aspx?c=2843861,LEYMA CORUÑA
3,4,"75,0",2,3,"66,7",3,7,"42,9",5,10,"50,0",1417,23:37,,0,0,0,0,1,1,3,3,0,,-7,13,3,1,1,16,0,0,2644143,9,C. DE SOUZA PACHECO,https://imagenes.feb.es/foto.aspx?c=2644143,LEYMA CORUÑA
0,0,"0,0",1,1,"100,0",0,1,"0,0",1,2,"50,0",839,13:59,,0,0,0,0,2,2,1,0,0,,-1,4,0,2,0,2,0,0,2814190,13,D. BRNOVIC,https://imagenes.feb.es/foto.aspx?c=2814190,LEYMA CORUÑA
2,4,"50,0",1,3,"33,3",0,2,"0,0",1,5,"20,0",1487,24:47,,0,0,0,0,2,2,2,1,0,,14,-2,0,2,3,4,1,0,1848359,21,I. DIOP GAYE,https://imagenes.feb.es/foto.aspx?c=1848359,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2039654,22,C. VARELA ROMERO,https://imagenes.feb.es/foto.aspx?c=2039654,LEYMA CORUÑA
7,7,"100,0",2,4,"50,0",3,3,"100,0",5,7,"71,4",1550,25:50,,0,0,0,1,2,3,4,0,0,,18,25,3,3,3,20,1,0,2452677,24,J. CREMO,https://imagenes.feb.es/foto.aspx?c=2452677,LEYMA CORUÑA
1,2,"50,0",1,5,"20,0",0,0,"0,0",1,5,"20,0",869,14:29,,1,0,0,0,5,5,1,1,0,,-2,1,0,5,3,3,0,0,2815798,44,A. THIAM,https://imagenes.feb.es/foto.aspx?c=2815798,LEYMA CORUÑA
