p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",1,1,"100,0",1,3,"33,3",2,4,"50,0",1057,17:37,,0,0,0,0,3,3,2,3,0,,-8,6,1,3,0,5,0,0,2787126,4,S. CECCARDI,https://imagenes.feb.es/foto.aspx?c=2787126,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,3,"0,0",0,3,"0,0",1003,16:43,,0,0,0,0,2,2,1,0,1,,-6,2,3,2,2,0,0,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2557718,9,S. VAL GUTIERREZ,https://imagenes.feb.es/foto.aspx?c=2557718,HLA ALICANTE
11,13,"84,6",8,10,"80,0",3,3,"100,0",11,13,"84,6",1527,25:27,,0,0,0,1,4,5,7,4,2,,2,40,1,5,3,36,0,0,2863973,10,E. POLANCO TAVAREZ,https://imagenes.feb.es/foto.aspx?c=2863973,HLA ALICANTE
4,5,"80,0",1,4,"25,0",0,0,"0,0",1,4,"25,0",547,09:07,,1,0,0,2,0,2,3,0,0,,-2,7,0,2,1,6,0,0,2818653,12,B. COULIBALY,https://imagenes.feb.es/foto.aspx?c=2818653,HLA ALICANTE
5,6,"83,3",3,7,"42,9",0,3,"0,0",3,10,"30,0",1826,30:26,,0,0,0,2,3,5,3,0,0,,-6,13,2,5,0,11,1,1,2433482,13,K. LARSEN,https://imagenes.feb.es/foto.aspx?c=2433482,HLA ALICANTE
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",292,04:52,,0,0,0,0,0,0,0,0,0,,-1,1,0,0,1,2,0,0,1997161,14,I. TAMBA VILLEN,https://imagenes.feb.es/foto.aspx?c=1997161,HLA ALICANTE
0,0,"0,0",0,2,"0,0",1,3,"33,3",1,5,"20,0",1353,22:33,,0,0,0,0,0,0,0,1,1,,-2,3,4,0,0,3,1,0,2836470,15,T. RICHARDSON,https://imagenes.feb.es/foto.aspx?c=2836470,HLA ALICANTE
0,0,"0,0",0,1,"0,0",2,5,"40,0",2,6,"33,3",1047,17:27,,0,1,0,0,1,1,0,0,0,,-7,2,2,1,3,6,1,0,1676991,21,A. JORDA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1676991,HLA ALICANTE
2,2,"100,0",1,4,"25,0",4,7,"57,1",5,11,"45,5",1645,27:25,,0,0,0,2,3,5,2,0,1,,3,16,2,5,4,16,1,0,2817123,23,D. GEU,https://imagenes.feb.es/foto.aspx?c=2817123,HLA ALICANTE
