p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,6,"33,3",0,1,"0,0",0,0,"0,0",0,1,"0,0",1426,23:46,,0,0,0,0,3,3,3,2,1,,-20,0,0,3,2,2,1,0,2094445,1,A. GONZÁLEZ PÉREZ,https://imagenes.feb.es/foto.aspx?c=2094445,MOVISTAR ESTUDIANTES
3,5,"60,0",2,2,"100,0",0,1,"0,0",2,3,"66,7",1509,25:09,,0,0,1,3,0,3,2,1,1,,-14,7,0,3,2,7,0,0,2433615,6,L. GIOVANNETTI,https://imagenes.feb.es/foto.aspx?c=2433615,MOVISTAR ESTUDIANTES
0,2,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",510,08:30,,0,0,0,0,0,0,1,0,0,,1,-3,0,0,2,0,0,0,2865685,7,M. NIANG,https://imagenes.feb.es/foto.aspx?c=2865685,MOVISTAR ESTUDIANTES
0,0,"0,0",1,2,"50,0",0,2,"0,0",1,4,"25,0",817,13:37,,0,0,0,0,0,0,0,1,0,,-7,-2,1,0,1,2,0,0,2524266,8,G. FILIPOVIC,https://imagenes.feb.es/foto.aspx?c=2524266,MOVISTAR ESTUDIANTES
2,2,"100,0",1,1,"100,0",1,4,"25,0",2,5,"40,0",602,10:02,,0,0,0,0,3,3,5,2,0,,-7,9,1,3,2,7,0,0,2815072,9,S. SALIN,https://imagenes.feb.es/foto.aspx?c=2815072,MOVISTAR ESTUDIANTES
1,2,"50,0",1,2,"50,0",1,6,"16,7",2,8,"25,0",1583,26:23,,0,0,0,1,4,5,4,3,1,,-15,10,5,5,1,6,1,0,1517914,10,S. GARCIA CALVO,https://imagenes.feb.es/foto.aspx?c=1517914,MOVISTAR ESTUDIANTES
1,2,"50,0",2,2,"100,0",1,3,"33,3",3,5,"60,0",1181,19:41,,0,0,0,0,2,2,2,0,0,,-7,7,2,2,4,8,0,0,2818742,15,T. MC GREW,https://imagenes.feb.es/foto.aspx?c=2818742,MOVISTAR ESTUDIANTES
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",99,01:39,,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,2161529,18,M. SOLA IDRISU,https://imagenes.feb.es/foto.aspx?c=2161529,MOVISTAR ESTUDIANTES
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2165733,20,P. ROBLES LLANOS,https://imagenes.feb.es/foto.aspx?c=2165733,MOVISTAR ESTUDIANTES
4,4,"100,0",7,11,"63,6",1,4,"25,0",8,15,"53,3",1724,28:44,,0,0,1,1,3,4,5,1,1,,-18,22,1,4,2,21,1,0,2818741,22,J. VAULET,https://imagenes.feb.es/foto.aspx?c=2818741,MOVISTAR ESTUDIANTES
