p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",2,2,"100,0",2,7,"28,6",4,9,"44,4",1477,24:37,,1,0,0,3,5,8,0,1,1,,36,12,0,8,2,10,1,0,1715117,00,E. VICEDO AYALA,https://imagenes.feb.es/foto.aspx?c=1715117,HESTIA MENORCA
2,2,"100,0",0,0,"0,0",1,3,"33,3",1,3,"33,3",982,16:22,,0,0,0,1,0,1,1,2,0,,16,4,3,1,2,5,0,0,2785180,1,J. CONE,https://imagenes.feb.es/foto.aspx?c=2785180,HESTIA MENORCA
0,0,"0,0",0,1,"0,0",1,1,"100,0",1,2,"50,0",629,10:29,,0,0,0,1,0,1,0,2,0,,0,-3,1,1,5,3,0,0,2820270,3,N. GALETTE,https://imagenes.feb.es/foto.aspx?c=2820270,HESTIA MENORCA
1,2,"50,0",1,4,"25,0",1,4,"25,0",2,8,"25,0",897,14:57,,0,0,0,0,0,0,3,2,3,,5,5,3,0,1,6,0,0,1496030,7,P. FIGUERAS LOPEZ,https://imagenes.feb.es/foto.aspx?c=1496030,HESTIA MENORCA
4,8,"50,0",1,1,"100,0",0,1,"0,0",1,2,"50,0",649,10:49,,0,0,0,4,0,4,5,0,1,,-10,8,0,4,3,6,0,0,2662856,8,F. SCHOTT,https://imagenes.feb.es/foto.aspx?c=2662856,HESTIA MENORCA
4,4,"100,0",5,9,"55,6",4,8,"50,0",9,17,"52,9",1864,31:04,,0,0,0,1,1,2,4,0,0,,37,26,4,2,2,26,1,0,2650859,11,S. LITTLESON,https://imagenes.feb.es/foto.aspx?c=2650859,HESTIA MENORCA
0,0,"0,0",0,2,"0,0",0,3,"0,0",0,5,"0,0",947,15:47,,0,1,0,1,0,1,0,2,0,,-11,-8,1,1,3,0,0,0,1938697,13,J. LOBO MARTORELL,https://imagenes.feb.es/foto.aspx?c=1938697,HESTIA MENORCA
0,0,"0,0",0,2,"0,0",0,2,"0,0",0,4,"0,0",723,12:03,,1,0,0,0,1,1,0,0,0,,19,-2,3,1,3,0,1,0,1784407,15,P. MOLINS CALDERON,https://imagenes.feb.es/foto.aspx?c=1784407,HESTIA MENORCA
1,2,"50,0",7,9,"77,8",0,0,"0,0",7,9,"77,8",1278,21:18,,1,0,1,5,3,8,3,2,3,,32,25,2,8,2,15,1,0,2702840,23,E. WEMBI,https://imagenes.feb.es/foto.aspx?c=2702840,HESTIA MENORCA
1,1,"100,0",2,3,"66,7",4,6,"66,7",6,9,"66,7",1961,32:41,,0,0,0,2,4,6,3,0,3,,44,29,3,6,0,17,1,1,1875914,55,A. SOLA IDDRISU,https://imagenes.feb.es/foto.aspx?c=1875914,HESTIA MENORCA
7,8,"87,5",1,2,"50,0",0,0,"0,0",1,2,"50,0",593,09:53,,0,0,0,1,4,5,4,1,0,,12,13,0,5,2,9,0,0,1382456,77,V. ARTEAGA GONZALEZ,https://imagenes.feb.es/foto.aspx?c=1382456,HESTIA MENORCA
5,6,"83,3",4,4,"100,0",0,1,"0,0",4,5,"80,0",1504,25:04,,0,0,0,0,2,2,4,2,1,,-20,16,1,2,1,13,1,0,2816798,1,S. THOMAS,https://imagenes.feb.es/foto.aspx?c=2816798,GRUPO CAESA SEGUROS FC CARTAGENA CB
2,2,"100,0",0,1,"0,0",0,1,"0,0",0,2,"0,0",738,12:18,,0,1,0,0,1,1,3,2,0,,-22,0,0,1,2,2,1,0,2159336,2,A. GARUBA ALARI,https://imagenes.feb.es/foto.aspx?c=2159336,GRUPO CAESA SEGUROS FC CARTAGENA CB
2,3,"66,7",1,2,"50,0",1,1,"100,0",2,3,"66,7",957,15:57,,0,0,0,0,2,2,2,2,0,,-18,5,0,2,2,7,0,0,2816854,3,T. SUOKAS,https://imagenes.feb.es/foto.aspx?c=2816854,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,2,"0,0",0,2,"0,0",0,4,"0,0",1361,22:41,,0,1,0,2,0,2,1,2,0,,-18,-3,1,2,1,0,0,0,2816796,4,I. RIVERA CARROLL,https://imagenes.feb.es/foto.aspx?c=2816796,GRUPO CAESA SEGUROS FC CARTAGENA CB
1,2,"50,0",0,1,"0,0",1,2,"50,0",1,3,"33,3",661,11:01,,0,0,0,0,2,2,2,2,0,,-1,2,0,2,1,4,0,1,1384223,5,A. MARTIN MARIN,https://imagenes.feb.es/foto.aspx?c=1384223,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",1,1,"100,0",1,1,"100,0",2,2,"100,0",684,11:24,,0,0,0,1,0,1,1,0,1,,-3,8,1,1,1,5,0,0,2736779,8,M. AYESA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=2736779,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",2,3,"66,7",0,0,"0,0",2,3,"66,7",1311,21:51,,1,0,0,0,4,4,0,2,0,,-26,2,1,4,5,4,1,0,2525411,11,E. IDEHEN IDEHEN,https://imagenes.feb.es/foto.aspx?c=2525411,GRUPO CAESA SEGUROS FC CARTAGENA CB
1,2,"50,0",0,3,"0,0",0,3,"0,0",0,6,"0,0",1144,19:04,,0,1,0,0,2,2,1,2,0,,-17,-9,0,2,4,1,1,0,1923881,12,A. DOMENECH FONTANA,https://imagenes.feb.es/foto.aspx?c=1923881,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",1,1,"100,0",0,1,"0,0",1,2,"50,0",917,15:17,,0,0,0,0,1,1,0,0,0,,-23,1,0,1,1,2,0,0,1997544,19,A. HARGUINDEY MANEIRO,https://imagenes.feb.es/foto.aspx?c=1997544,GRUPO CAESA SEGUROS FC CARTAGENA CB
3,7,"42,9",2,3,"66,7",1,3,"33,3",3,6,"50,0",1313,21:53,,0,0,0,2,0,2,8,4,0,,-26,8,1,2,2,10,1,0,2816849,20,S. SVEJCAR,https://imagenes.feb.es/foto.aspx?c=2816849,GRUPO CAESA SEGUROS FC CARTAGENA CB
1,2,"50,0",6,7,"85,7",0,1,"0,0",6,8,"75,0",1410,23:30,,0,0,2,2,3,5,3,4,1,,-6,14,2,5,3,13,0,0,2816848,23,A. KELLY,https://imagenes.feb.es/foto.aspx?c=2816848,GRUPO CAESA SEGUROS FC CARTAGENA CB
