p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,3,"66,7",2,5,"40,0",0,0,"0,0",2,5,"40,0",944,15:44,,1,0,0,1,0,1,2,3,0,,4,5,2,1,0,6,0,0,1384981,0,I. AURRECOECHEA ALCOLADO,https://imagenes.feb.es/foto.aspx?c=1384981,FLEXICAR FUENLABRADA
1,1,"100,0",5,8,"62,5",2,4,"50,0",7,12,"58,3",1680,28:00,,0,1,0,0,5,5,5,2,2,,3,22,1,5,1,17,1,0,2736767,7,M. DIAZ,https://imagenes.feb.es/foto.aspx?c=2736767,FLEXICAR FUENLABRADA
1,1,"100,0",4,4,"100,0",1,7,"14,3",5,11,"45,5",1892,31:32,,0,0,0,0,0,0,0,4,3,,-4,5,3,0,3,12,1,1,2157874,8,V. ALVES BENITE ,https://imagenes.feb.es/foto.aspx?c=2157874,FLEXICAR FUENLABRADA
1,6,"16,7",7,7,"100,0",2,3,"66,7",9,10,"90,0",1417,23:37,,0,0,0,1,2,3,5,1,4,,9,26,3,3,3,21,1,0,1710454,11,D. MANCHON CRESPO,https://imagenes.feb.es/foto.aspx?c=1710454,FLEXICAR FUENLABRADA
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",95,01:35,,0,0,0,0,0,0,0,0,0,,-4,-2,0,0,1,0,0,0,2559072,12,P. SUÁREZ CUSTODIO,https://imagenes.feb.es/foto.aspx?c=2559072,FLEXICAR FUENLABRADA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",10,00:10,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1992879,15,P. RODRIGUEZ PASCUAL,https://imagenes.feb.es/foto.aspx?c=1992879,FLEXICAR FUENLABRADA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2736363,21,D. STOLBETSKIY,https://imagenes.feb.es/foto.aspx?c=2736363,FLEXICAR FUENLABRADA
0,2,"0,0",3,3,"100,0",0,0,"0,0",3,3,"100,0",1399,23:19,,0,0,1,0,3,3,0,2,0,,1,4,1,3,2,6,1,0,2703151,22,B. DE BISSCHOP,https://imagenes.feb.es/foto.aspx?c=2703151,FLEXICAR FUENLABRADA
2,2,"100,0",1,3,"33,3",0,0,"0,0",1,3,"33,3",1230,20:30,,0,1,0,1,3,4,1,1,0,,-3,4,0,4,2,4,0,0,2820729,30,P. RIGOT,https://imagenes.feb.es/foto.aspx?c=2820729,FLEXICAR FUENLABRADA
2,2,"100,0",0,0,"0,0",0,2,"0,0",0,2,"0,0",1437,23:57,,0,0,0,0,1,1,3,1,2,,12,7,5,1,3,2,0,0,2236015,32,G. RENFROE,https://imagenes.feb.es/foto.aspx?c=2236015,FLEXICAR FUENLABRADA
