p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2640663,0,A. NGOM,https://imagenes.feb.es/foto.aspx?c=2640663,INVEREADY GIPUZKOA
4,4,"100,0",2,5,"40,0",0,2,"0,0",2,7,"28,6",1064,17:44,,0,1,0,0,1,1,3,4,2,,-1,3,2,1,4,8,1,,2813563,1,L. TERRY,https://imagenes.feb.es/foto.aspx?c=2813563,INVEREADY GIPUZKOA
2,2,"100,0",0,1,"0,0",0,1,"0,0",0,2,"0,0",1322,22:02,,1,0,0,1,2,3,1,0,0,,-4,3,2,3,4,2,1,,2678649,2,O. HANZLIK,https://imagenes.feb.es/foto.aspx?c=2678649,INVEREADY GIPUZKOA
2,2,"100,0",1,1,"100,0",0,2,"0,0",1,3,"33,3",832,13:52,,0,0,0,1,0,1,2,1,2,,-10,5,1,1,2,4,0,,1749125,6,A. ZUBIZARRETA ARANBARRI,https://imagenes.feb.es/foto.aspx?c=1749125,INVEREADY GIPUZKOA
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",292,04:52,,0,0,0,0,2,2,0,0,0,,-7,1,0,2,0,0,0,,1447983,9,M. MOTOS CABODEVILLA,https://imagenes.feb.es/foto.aspx?c=1447983,INVEREADY GIPUZKOA
2,2,"100,0",1,5,"20,0",0,1,"0,0",1,6,"16,7",1353,22:33,,0,1,0,0,3,3,2,0,1,,-15,4,1,3,2,4,1,,2082685,10,M. ANSORREGUI DEBA,https://imagenes.feb.es/foto.aspx?c=2082685,INVEREADY GIPUZKOA
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",591,09:51,,0,0,0,0,0,0,0,0,0,,-2,1,0,0,1,3,0,,1822814,11,G. MAIZA APECECHEA,https://imagenes.feb.es/foto.aspx?c=1822814,INVEREADY GIPUZKOA
5,6,"83,3",2,5,"40,0",0,0,"0,0",2,5,"40,0",1133,18:53,,1,0,0,0,3,3,3,0,0,,-1,12,0,3,0,9,1,,1988355,12,J. NICOLAU ALEDON,https://imagenes.feb.es/foto.aspx?c=1988355,INVEREADY GIPUZKOA
2,2,"100,0",1,2,"50,0",0,6,"0,0",1,8,"12,5",1153,19:13,,0,0,0,0,0,0,0,1,0,,-13,-6,0,0,2,4,0,,2814207,13,T. MCGHIE,https://imagenes.feb.es/foto.aspx?c=2814207,INVEREADY GIPUZKOA
3,3,"100,0",6,10,"60,0",0,3,"0,0",6,13,"46,2",1414,23:34,,0,1,0,2,4,6,4,2,0,,-3,15,1,6,2,15,0,,2813562,22,G. KORSANTIA,https://imagenes.feb.es/foto.aspx?c=2813562,INVEREADY GIPUZKOA
1,1,"100,0",4,6,"66,7",0,3,"0,0",4,9,"44,4",1761,29:21,,0,0,0,1,2,3,4,0,1,,-12,16,7,3,3,9,1,,2275973,24,I. ARROYO VARELA,https://imagenes.feb.es/foto.aspx?c=2275973,INVEREADY GIPUZKOA
