p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
8,11,"72,7",1,7,"14,3",2,7,"28,6",3,14,"21,4",1207,20:07,,0,0,0,2,0,2,8,2,2,,-7,12,2,2,2,16,0,0,2813978,2,T. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2813978,CAJA RURAL CB ZAMORA
0,1,"0,0",5,6,"83,3",6,13,"46,2",11,19,"57,9",1991,33:11,,0,0,0,1,4,5,2,3,4,,10,24,1,5,4,28,1,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
0,0,"0,0",1,1,"100,0",1,4,"25,0",2,5,"40,0",819,13:39,,0,0,0,0,1,1,0,0,0,,0,3,1,1,1,5,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
0,0,"0,0",1,2,"50,0",0,1,"0,0",1,3,"33,3",407,06:47,,0,0,0,0,1,1,1,2,1,,-7,-3,0,1,4,2,0,0,1702420,9,J. PERIS CRESPO,https://imagenes.feb.es/foto.aspx?c=1702420,CAJA RURAL CB ZAMORA
2,4,"50,0",5,9,"55,6",0,0,"0,0",5,9,"55,6",1655,27:35,,0,0,0,3,7,10,2,1,0,,6,17,1,10,1,12,1,0,1890908,13,A. MARTINEZ CLARIANA,https://imagenes.feb.es/foto.aspx?c=1890908,CAJA RURAL CB ZAMORA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",335,05:35,,0,0,0,0,0,0,1,0,0,,-9,1,0,0,0,0,0,0,2819218,14,D. KRISTENSEN,https://imagenes.feb.es/foto.aspx?c=2819218,CAJA RURAL CB ZAMORA
1,1,"100,0",3,7,"42,9",0,0,"0,0",3,7,"42,9",1599,26:39,,0,0,0,2,4,6,2,0,1,,-1,12,1,6,1,7,1,0,2432888,15,O. LO       ,https://imagenes.feb.es/foto.aspx?c=2432888,CAJA RURAL CB ZAMORA
2,2,"100,0",4,5,"80,0",0,0,"0,0",4,5,"80,0",1565,26:05,,0,0,0,3,2,5,1,2,2,,10,19,7,5,3,10,1,0,1947677,17,T. NASPLER PERAIRE,https://imagenes.feb.es/foto.aspx?c=1947677,CAJA RURAL CB ZAMORA
2,3,"66,7",3,8,"37,5",0,0,"0,0",3,8,"37,5",1371,22:51,,2,0,1,3,1,4,2,2,0,,23,5,1,4,4,8,1,0,2335179,21,J. VAN ZEGEREN,https://imagenes.feb.es/foto.aspx?c=2335179,CAJA RURAL CB ZAMORA
2,4,"50,0",3,7,"42,9",2,3,"66,7",5,10,"50,0",1510,25:10,,0,1,0,2,1,3,5,1,2,,-3,17,1,3,0,14,0,0,2814245,34,S. THRASTARSON,https://imagenes.feb.es/foto.aspx?c=2814245,CAJA RURAL CB ZAMORA
2,4,"50,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",1041,17:21,,0,0,0,3,4,7,2,1,0,,-12,6,0,7,1,2,0,0,2334629,55,J. PAUKSTÈ,https://imagenes.feb.es/foto.aspx?c=2334629,CAJA RURAL CB ZAMORA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2087017,80,P. MONTESDEOCA SANTANA,https://imagenes.feb.es/foto.aspx?c=2087017,CAJA RURAL CB ZAMORA
3,4,"75,0",3,6,"50,0",2,7,"28,6",5,13,"38,5",1582,26:22,,0,0,0,2,5,7,3,3,1,,-5,13,4,7,5,15,1,0,2839186,3,M. TOWNES VILLAR,https://imagenes.feb.es/foto.aspx?c=2839186,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",652,10:52,,0,0,0,1,1,2,0,1,0,,-1,3,3,2,3,2,0,0,1853585,4,A. FAURE RIBES,https://imagenes.feb.es/foto.aspx?c=1853585,ALIMERKA OVIEDO BALONCESTO
1,2,"50,0",0,2,"0,0",2,7,"28,6",2,9,"22,2",1921,32:01,,0,1,0,0,2,2,4,3,0,,12,1,4,2,5,7,1,0,2815325,5,G. PARHAM II,https://imagenes.feb.es/foto.aspx?c=2815325,ALIMERKA OVIEDO BALONCESTO
3,6,"50,0",1,1,"100,0",0,2,"0,0",1,3,"33,3",1156,19:16,,0,0,0,0,2,2,7,1,1,,1,8,3,2,4,5,0,0,2822575,7,D. DUSCAK,https://imagenes.feb.es/foto.aspx?c=2822575,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2822577,11,F. COPES,https://imagenes.feb.es/foto.aspx?c=2822577,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",2,2,"100,0",2,3,"66,7",4,5,"80,0",819,13:39,,0,0,0,0,1,1,0,1,0,,-1,9,0,1,0,10,0,0,2822578,14,D. SHELIST,https://imagenes.feb.es/foto.aspx?c=2822578,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",2,5,"40,0",2,6,"33,3",4,11,"36,4",1144,19:04,,0,1,0,2,0,2,0,0,0,,-10,5,1,2,1,10,0,0,2735658,24,C. HERMANSON,https://imagenes.feb.es/foto.aspx?c=2735658,ALIMERKA OVIEDO BALONCESTO
2,4,"50,0",2,2,"100,0",2,10,"20,0",4,12,"33,3",2220,37:00,,1,0,2,3,5,8,4,1,1,,-1,15,2,8,2,12,1,0,2819514,35,F. NWAOKORIE,https://imagenes.feb.es/foto.aspx?c=2819514,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",1,2,"50,0",3,4,"75,0",4,6,"66,7",1687,28:07,,0,0,0,5,3,8,1,1,0,,-4,17,2,8,2,11,1,0,1662155,41,R. COSIALLS BORRAS,https://imagenes.feb.es/foto.aspx?c=1662155,ALIMERKA OVIEDO BALONCESTO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1821152,44,P. GONZALEZ LONGARELA,https://imagenes.feb.es/foto.aspx?c=1821152,ALIMERKA OVIEDO BALONCESTO
2,2,"100,0",5,8,"62,5",6,10,"60,0",11,18,"61,1",2319,38:39,,0,0,0,2,7,9,2,4,4,,-1,31,1,9,4,30,1,1,1978545,55,R. LOBACO MUÑOZ,https://imagenes.feb.es/foto.aspx?c=1978545,ALIMERKA OVIEDO BALONCESTO
