p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
3,3,"100,0",3,7,"42,9",1,4,"25,0",4,11,"36,4",1868,31:08,,0,0,0,0,1,1,5,4,2,,20,16,10,1,3,12,1,0,2533643,0,H. ATENCIA SUAREZ,https://imagenes.feb.es/foto.aspx?c=2533643,PALMER BASKET MALLORCA PALMA
9,9,"100,0",2,5,"40,0",1,2,"50,0",3,7,"42,9",1465,24:25,,0,0,0,0,2,2,7,5,1,,-12,14,0,2,3,16,1,0,2850268,7,D. SANADZE,https://imagenes.feb.es/foto.aspx?c=2850268,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,0,"0,0",1,4,"25,0",1,4,"25,0",550,09:10,,0,0,0,0,3,3,0,0,0,,-9,2,0,3,1,3,0,1,1197937,8,A. CHAPELA LAGE,https://imagenes.feb.es/foto.aspx?c=1197937,PALMER BASKET MALLORCA PALMA
0,1,"0,0",2,5,"40,0",2,4,"50,0",4,9,"44,4",1290,21:30,,0,0,1,0,2,2,1,0,0,,9,4,0,2,3,10,0,0,1593686,9,A. URDIAIN LABAYEN,https://imagenes.feb.es/foto.aspx?c=1593686,PALMER BASKET MALLORCA PALMA
1,2,"50,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",1120,18:40,,0,0,0,0,2,2,3,1,1,,7,4,1,2,2,1,0,0,1759354,10,G. DIKE EGUN,https://imagenes.feb.es/foto.aspx?c=1759354,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",20,00:20,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2070535,11,R. VICENTE SIMO,https://imagenes.feb.es/foto.aspx?c=2070535,PALMER BASKET MALLORCA PALMA
2,2,"100,0",0,3,"0,0",0,1,"0,0",0,4,"0,0",929,15:29,,0,0,0,3,1,4,2,1,0,,-6,2,1,4,2,2,0,0,1591996,12,J. CARRALERO MARTIN,https://imagenes.feb.es/foto.aspx?c=1591996,PALMER BASKET MALLORCA PALMA
1,2,"50,0",4,5,"80,0",2,4,"50,0",6,9,"66,7",2008,33:28,,0,0,0,2,7,9,1,1,1,,19,23,2,9,0,15,1,0,2815273,22,N. CAMACHO DE SÁ,https://imagenes.feb.es/foto.aspx?c=2815273,PALMER BASKET MALLORCA PALMA
3,6,"50,0",4,6,"66,7",0,0,"0,0",4,6,"66,7",1495,24:55,,1,0,1,1,5,6,4,3,0,,15,14,1,6,1,11,1,0,2860169,23,J. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2860169,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2225419,30,A. AGUILERA MELCHOR,https://imagenes.feb.es/foto.aspx?c=2225419,PALMER BASKET MALLORCA PALMA
1,4,"25,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1255,20:55,,2,0,2,3,3,6,4,2,3,,2,13,2,6,3,7,1,0,2812898,47,A. IZAW BOLAVIE,https://imagenes.feb.es/foto.aspx?c=2812898,PALMER BASKET MALLORCA PALMA
0,0,"0,0",4,11,"36,4",0,3,"0,0",4,14,"28,6",1782,29:42,,0,1,0,0,4,4,2,4,2,,-12,3,4,4,3,8,1,0,2371571,0,J. DAVIS,https://imagenes.feb.es/foto.aspx?c=2371571,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,2,"0,0",2,4,"50,0",0,3,"0,0",2,7,"28,6",1192,19:52,,0,0,0,2,4,6,1,0,1,,2,3,0,6,2,4,0,0,2862304,1,C. POLYNICE,https://imagenes.feb.es/foto.aspx?c=2862304,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2159336,2,A. GARUBA ALARI,https://imagenes.feb.es/foto.aspx?c=2159336,GRUPO CAESA SEGUROS FC CARTAGENA CB
3,3,"100,0",2,4,"50,0",0,2,"0,0",2,6,"33,3",871,14:31,,0,0,0,0,0,0,3,1,1,,2,3,0,0,3,7,0,0,2816796,4,I. RIVERA CARROLL,https://imagenes.feb.es/foto.aspx?c=2816796,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",509,08:29,,0,0,0,0,0,0,0,2,0,,-3,-4,1,0,3,0,0,0,1384223,5,A. MARTIN MARIN,https://imagenes.feb.es/foto.aspx?c=1384223,GRUPO CAESA SEGUROS FC CARTAGENA CB
3,6,"50,0",4,8,"50,0",2,4,"50,0",6,12,"50,0",1891,31:31,,0,2,0,0,2,2,5,3,0,,-6,16,5,2,1,17,1,0,2862296,10,K. WEBSTER,https://imagenes.feb.es/foto.aspx?c=2862296,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,2,"0,0",0,1,"0,0",0,3,"0,0",1003,16:43,,0,0,1,1,1,2,0,1,1,,-5,-5,0,2,4,0,1,0,2525411,11,E. IDEHEN IDEHEN,https://imagenes.feb.es/foto.aspx?c=2525411,GRUPO CAESA SEGUROS FC CARTAGENA CB
2,2,"100,0",2,3,"66,7",2,3,"66,7",4,6,"66,7",1745,29:05,,0,0,0,1,4,5,2,2,0,,-21,11,0,5,4,12,1,1,1923881,12,A. DOMENECH FONTANA,https://imagenes.feb.es/foto.aspx?c=1923881,GRUPO CAESA SEGUROS FC CARTAGENA CB
1,1,"100,0",2,2,"100,0",1,2,"50,0",3,4,"75,0",830,13:50,,0,0,0,0,1,1,4,3,0,,8,4,0,1,5,8,0,0,2820135,13,V. FAVERANI TATSCH,https://imagenes.feb.es/foto.aspx?c=2820135,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,0,"0,0",1,3,"33,3",1,3,"33,3",537,08:57,,0,0,0,2,0,2,1,0,0,,0,3,0,2,1,3,0,0,2736779,15,M. AYESA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=2736779,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1997544,19,A. HARGUINDEY MANEIRO,https://imagenes.feb.es/foto.aspx?c=1997544,GRUPO CAESA SEGUROS FC CARTAGENA CB
0,0,"0,0",0,1,"0,0",3,4,"75,0",3,5,"60,0",1640,27:20,,0,0,0,1,3,4,0,1,0,,-10,7,0,4,3,9,1,0,2816849,20,S. SVEJCAR,https://imagenes.feb.es/foto.aspx?c=2816849,GRUPO CAESA SEGUROS FC CARTAGENA CB
