p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
3,4,"75,0",1,3,"33,3",0,3,"0,0",1,6,"16,7",1536,25:36,,0,0,0,1,3,4,3,4,2,,13,9,8,4,3,5,1,0,2557970,0,D. CUEVAS SIMARRO,https://imagenes.feb.es/foto.aspx?c=2557970,LEYMA CORUÑA
2,4,"50,0",4,6,"66,7",4,6,"66,7",8,12,"66,7",1603,26:43,,0,0,0,2,3,5,5,0,0,,17,30,5,5,1,22,0,0,2371535,4,P. JORGENSEN,https://imagenes.feb.es/foto.aspx?c=2371535,LEYMA CORUÑA
1,2,"50,0",2,3,"66,7",1,5,"20,0",3,8,"37,5",1159,19:19,,0,0,0,1,1,2,3,0,1,,7,7,0,2,1,8,1,1,1491674,5,G. JOU COLL,https://imagenes.feb.es/foto.aspx?c=1491674,LEYMA CORUÑA
4,6,"66,7",3,5,"60,0",0,0,"0,0",3,5,"60,0",772,12:52,,1,0,1,3,3,6,3,1,1,,-4,16,0,6,0,10,1,0,2814191,6,M. BRAZ,https://imagenes.feb.es/foto.aspx?c=2814191,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2644143,9,C. DE SOUZA PACHECO,https://imagenes.feb.es/foto.aspx?c=2644143,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",96,01:36,,0,0,0,0,0,0,0,1,0,,0,-2,0,0,1,0,0,0,2739841,11,M. OILLATAGUERRE,https://imagenes.feb.es/foto.aspx?c=2739841,LEYMA CORUÑA
2,5,"40,0",1,1,"100,0",1,2,"50,0",2,3,"66,7",1349,22:29,,0,0,0,1,0,1,2,1,0,,10,4,0,1,1,7,0,0,2814190,13,D. BRNOVIC,https://imagenes.feb.es/foto.aspx?c=2814190,LEYMA CORUÑA
2,2,"100,0",3,5,"60,0",0,3,"0,0",3,8,"37,5",1101,18:21,,0,0,1,2,6,8,1,0,0,,18,11,1,8,2,8,1,0,1848359,21,I. DIOP GAYE,https://imagenes.feb.es/foto.aspx?c=1848359,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",788,13:08,,0,0,0,0,1,1,0,0,0,,4,1,3,1,3,0,0,0,2039654,22,C. VARELA ROMERO,https://imagenes.feb.es/foto.aspx?c=2039654,LEYMA CORUÑA
0,1,"0,0",2,6,"33,3",2,5,"40,0",4,11,"36,4",1274,21:14,,0,0,0,1,4,5,3,1,0,,0,7,1,5,3,10,1,0,2452677,24,J. CREMO,https://imagenes.feb.es/foto.aspx?c=2452677,LEYMA CORUÑA
