p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
1,2,"50,0",0,1,"0,0",4,5,"80,0",4,6,"66,7",1208,20:08,,2,0,0,0,7,7,1,1,0,,13,17,1,7,3,13,0,0,1878729,0,J. GODSPOWER JOHNSON,https://imagenes.feb.es/foto.aspx?c=1878729,MELILLA CIUDAD DEL DEPORTE
5,6,"83,3",4,5,"80,0",1,3,"33,3",5,8,"62,5",1350,22:30,,0,0,2,1,8,9,5,1,0,,7,26,2,9,1,16,0,0,2451278,1,D. POIRIER,https://imagenes.feb.es/foto.aspx?c=2451278,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",229,03:49,,0,0,0,0,0,0,0,0,0,,5,1,1,0,0,0,0,0,2814862,4,S. PENO,https://imagenes.feb.es/foto.aspx?c=2814862,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",3,7,"42,9",1,3,"33,3",4,10,"40,0",1230,20:30,,0,0,0,1,1,2,1,1,0,,9,0,0,2,5,9,0,0,2819191,5,M. HERON,https://imagenes.feb.es/foto.aspx?c=2819191,MELILLA CIUDAD DEL DEPORTE
4,4,"100,0",2,6,"33,3",0,1,"0,0",2,7,"28,6",1030,17:10,,0,0,0,0,3,3,2,2,1,,-2,3,0,3,4,8,1,0,1677841,7,P. CORDOBA MURO,https://imagenes.feb.es/foto.aspx?c=1677841,MELILLA CIUDAD DEL DEPORTE
2,3,"66,7",0,1,"0,0",1,2,"50,0",1,3,"33,3",1670,27:50,,0,0,0,0,2,2,2,0,0,,8,6,1,2,1,5,1,0,2734873,12,P. KRUTOUS,https://imagenes.feb.es/foto.aspx?c=2734873,MELILLA CIUDAD DEL DEPORTE
1,2,"50,0",6,7,"85,7",0,1,"0,0",6,8,"75,0",1220,20:20,,1,0,1,6,8,14,3,3,0,,5,26,3,14,2,13,1,0,2647156,21,L. DEBAUT,https://imagenes.feb.es/foto.aspx?c=2647156,MELILLA CIUDAD DEL DEPORTE
9,10,"90,0",1,5,"20,0",2,2,"100,0",3,7,"42,9",1289,21:29,,0,0,0,0,3,3,8,0,3,,19,26,4,3,4,17,0,0,1251001,22,C. DIAZ RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1251001,MELILLA CIUDAD DEL DEPORTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2739848,23,R. STUMBRIS,https://imagenes.feb.es/foto.aspx?c=2739848,MELILLA CIUDAD DEL DEPORTE
2,2,"100,0",2,3,"66,7",0,1,"0,0",2,4,"50,0",924,15:24,,0,0,0,0,3,3,1,0,0,,1,4,0,3,4,6,1,1,2734242,33,M. STILMA,https://imagenes.feb.es/foto.aspx?c=2734242,MELILLA CIUDAD DEL DEPORTE
1,2,"50,0",1,3,"33,3",0,4,"0,0",1,7,"14,3",1850,30:50,,0,0,0,0,1,1,2,3,0,,5,-3,3,1,2,3,1,0,1978541,44,J. GARCIA SANCHEZ,https://imagenes.feb.es/foto.aspx?c=1978541,MELILLA CIUDAD DEL DEPORTE
3,3,"100,0",4,12,"33,3",1,7,"14,3",5,19,"26,3",1800,30:00,,0,0,0,0,3,3,3,0,1,,-8,4,1,3,4,14,1,1,2533643,0,H. ATENCIA SUAREZ,https://imagenes.feb.es/foto.aspx?c=2533643,PALMER BASKET MALLORCA PALMA
0,2,"0,0",1,3,"33,3",0,0,"0,0",1,3,"33,3",932,15:32,,0,1,1,1,1,2,1,4,0,,4,-7,1,2,5,2,1,0,2093770,1,D. AGBELESE ,https://imagenes.feb.es/foto.aspx?c=2093770,PALMER BASKET MALLORCA PALMA
1,2,"50,0",1,1,"100,0",0,1,"0,0",1,2,"50,0",477,07:57,,0,0,0,0,1,1,1,1,0,,-5,4,2,1,0,3,0,0,1843906,6,A. SCARIOLO ARES,https://imagenes.feb.es/foto.aspx?c=1843906,PALMER BASKET MALLORCA PALMA
6,6,"100,0",5,12,"41,7",1,4,"25,0",6,16,"37,5",1799,29:59,,0,1,0,1,4,5,3,2,2,,-14,16,0,5,1,19,1,0,2850268,7,D. SANADZE,https://imagenes.feb.es/foto.aspx?c=2850268,PALMER BASKET MALLORCA PALMA
1,2,"50,0",1,1,"100,0",0,3,"0,0",1,4,"25,0",1087,18:07,,0,0,0,0,1,1,2,0,1,,-6,5,3,1,1,3,0,0,1197937,8,A. CHAPELA LAGE,https://imagenes.feb.es/foto.aspx?c=1197937,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,1,"0,0",1,3,"33,3",1,4,"25,0",642,10:42,,0,0,0,0,0,0,1,0,0,,-11,0,0,0,1,3,0,0,1593686,9,A. URDIAIN LABAYEN,https://imagenes.feb.es/foto.aspx?c=1593686,PALMER BASKET MALLORCA PALMA
1,2,"50,0",2,7,"28,6",1,3,"33,3",3,10,"30,0",1697,28:17,,0,1,0,2,2,4,2,1,2,,-8,4,1,4,4,8,1,0,1591996,12,J. CARRALERO MARTIN,https://imagenes.feb.es/foto.aspx?c=1591996,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2815272,21,T. HOLLOWELL,https://imagenes.feb.es/foto.aspx?c=2815272,PALMER BASKET MALLORCA PALMA
4,6,"66,7",2,3,"66,7",0,1,"0,0",2,4,"50,0",1589,26:29,,0,0,0,4,5,9,9,0,0,,3,20,2,9,4,8,1,0,2815273,22,N. CAMACHO DE SÁ,https://imagenes.feb.es/foto.aspx?c=2815273,PALMER BASKET MALLORCA PALMA
0,1,"0,0",5,6,"83,3",0,0,"0,0",5,6,"83,3",1043,17:23,,0,0,2,1,2,3,2,0,0,,-12,9,0,3,4,10,0,0,1766217,24,A. COMENDADOR FEMENIAS,https://imagenes.feb.es/foto.aspx?c=1766217,PALMER BASKET MALLORCA PALMA
0,0,"0,0",0,1,"0,0",2,4,"50,0",2,5,"40,0",934,15:34,,0,0,0,0,1,1,0,1,0,,-13,1,0,1,2,6,0,0,2818866,25,I. MASSOUD RODRÍGUEZ,https://imagenes.feb.es/foto.aspx?c=2818866,PALMER BASKET MALLORCA PALMA
