p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
0,0,"0,0",0,2,"0,0",0,0,"0,0",0,2,"0,0",629,10:29,,0,0,0,3,1,4,1,3,0,,-6,-2,1,4,3,0,0,0,2788739,1,L. SMITH,https://imagenes.feb.es/foto.aspx?c=2788739,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",1,2,"50,0",1,2,"50,0",782,13:02,,0,0,0,1,2,3,0,0,0,,1,5,1,3,1,3,0,0,2838797,5,L. MENUGE,https://imagenes.feb.es/foto.aspx?c=2838797,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",1,3,"33,3",1,6,"16,7",2,9,"22,2",1681,28:01,,0,0,0,0,0,0,1,0,2,,7,0,1,0,2,5,1,0,2821058,6,J. BOCCA,https://imagenes.feb.es/foto.aspx?c=2821058,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1597927,10,A. BOSCH DOMINGO,https://imagenes.feb.es/foto.aspx?c=1597927,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2008018,15,O. SIQUIER COSTA,https://imagenes.feb.es/foto.aspx?c=2008018,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",1,2,"50,0",3,4,"75,0",4,6,"66,7",1724,28:44,,0,0,0,2,0,2,1,0,0,,3,10,2,2,4,11,1,0,1509876,23,J. ARAMBURU LAMY,https://imagenes.feb.es/foto.aspx?c=1509876,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",3,5,"60,0",2,8,"25,0",5,13,"38,5",1799,29:59,,0,0,0,1,4,5,4,3,4,,1,16,4,5,2,12,1,0,2818075,24,L. CAPALBO,https://imagenes.feb.es/foto.aspx?c=2818075,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",539,08:59,,0,0,0,0,0,0,0,0,1,,6,2,3,0,1,0,0,1,1241485,30,J. MARTINEZ CABEZUDO,https://imagenes.feb.es/foto.aspx?c=1241485,FIBWI MALLORCA BASQUET PALMA 
7,7,"100,0",5,9,"55,6",2,5,"40,0",7,14,"50,0",2080,34:40,,1,0,0,3,0,3,6,3,4,,7,25,1,3,3,23,1,0,2583212,33,L. BRACEY,https://imagenes.feb.es/foto.aspx?c=2583212,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2527396,34,P. SANTOS SPENCER,https://imagenes.feb.es/foto.aspx?c=2527396,FIBWI MALLORCA BASQUET PALMA 
0,1,"0,0",2,6,"33,3",3,5,"60,0",5,11,"45,5",1101,18:21,,0,1,0,1,0,1,2,0,2,,-6,10,1,1,2,13,0,0,2783882,44,B. VAZQUEZ ARRAIZA,https://imagenes.feb.es/foto.aspx?c=2783882,FIBWI MALLORCA BASQUET PALMA 
3,4,"75,0",9,13,"69,2",0,0,"0,0",9,13,"69,2",1665,27:45,,2,0,5,2,2,4,3,0,1,,12,30,6,4,2,21,1,0,2819257,99,P. BOMBINO PARADA,https://imagenes.feb.es/foto.aspx?c=2819257,FIBWI MALLORCA BASQUET PALMA 
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2813978,2,T. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2813978,CAJA RURAL CB ZAMORA
0,0,"0,0",0,2,"0,0",4,7,"57,1",4,9,"44,4",1389,23:09,,0,0,0,1,1,2,0,3,0,,-14,5,0,2,1,12,1,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
0,0,"0,0",0,1,"0,0",1,2,"50,0",1,3,"33,3",1096,18:16,,0,1,0,0,0,0,0,1,0,,4,0,2,0,2,3,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
