p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
1,1,"100,0",2,8,"25,0",3,5,"60,0",5,13,"38,5",1037,17:17,,0,0,0,0,3,3,3,1,0,,3,8,2,3,5,14,1,0,2813978,2,T. ROBERTS,https://imagenes.feb.es/foto.aspx?c=2813978,CAJA RURAL CB ZAMORA
2,2,"100,0",4,5,"80,0",3,5,"60,0",7,10,"70,0",1294,21:34,,0,0,0,1,0,1,1,3,1,,-9,13,0,1,3,19,0,0,2814246,3,C. ROGERS,https://imagenes.feb.es/foto.aspx?c=2814246,CAJA RURAL CB ZAMORA
1,3,"33,3",0,1,"0,0",2,3,"66,7",2,4,"50,0",805,13:25,,0,0,0,1,2,3,3,2,1,,1,7,0,3,1,7,0,1,2335424,4,J. ROUND,https://imagenes.feb.es/foto.aspx?c=2335424,CAJA RURAL CB ZAMORA
0,0,"0,0",0,2,"0,0",0,0,"0,0",0,2,"0,0",488,08:08,,0,0,0,1,0,1,0,0,0,,0,0,2,1,1,0,1,0,2863857,5,B. PREPELIC,https://imagenes.feb.es/foto.aspx?c=2863857,CAJA RURAL CB ZAMORA
2,2,"100,0",1,5,"20,0",1,6,"16,7",2,11,"18,2",1151,19:11,,0,1,0,0,0,0,3,1,1,,6,1,3,0,3,7,0,0,1702420,9,J. PERIS CRESPO,https://imagenes.feb.es/foto.aspx?c=1702420,CAJA RURAL CB ZAMORA
3,3,"100,0",2,3,"66,7",1,3,"33,3",3,6,"50,0",1521,25:21,,0,1,0,1,4,5,2,2,2,,-12,15,1,5,0,10,1,0,1890908,13,A. MARTINEZ CLARIANA,https://imagenes.feb.es/foto.aspx?c=1890908,CAJA RURAL CB ZAMORA
1,2,"50,0",0,1,"0,0",0,0,"0,0",0,1,"0,0",820,13:40,,0,0,0,0,0,0,1,0,0,,2,-1,0,0,1,1,0,0,2819218,14,D. KRISTENSEN,https://imagenes.feb.es/foto.aspx?c=2819218,CAJA RURAL CB ZAMORA
3,6,"50,0",3,6,"50,0",0,0,"0,0",3,6,"50,0",1199,19:59,,0,0,0,4,3,7,5,0,1,,-2,15,0,7,1,9,0,0,2432888,15,O. LO       ,https://imagenes.feb.es/foto.aspx?c=2432888,CAJA RURAL CB ZAMORA
0,0,"0,0",0,1,"0,0",1,3,"33,3",1,4,"25,0",1222,20:22,,1,0,0,0,4,4,0,0,1,,-17,6,3,4,3,3,1,0,1947677,17,T. NASPLER PERAIRE,https://imagenes.feb.es/foto.aspx?c=1947677,CAJA RURAL CB ZAMORA
2,4,"50,0",0,3,"0,0",0,2,"0,0",0,5,"0,0",1256,20:56,,0,0,0,1,1,2,2,3,0,,-16,-7,1,2,4,2,0,0,2814245,34,S. THRASTARSON,https://imagenes.feb.es/foto.aspx?c=2814245,CAJA RURAL CB ZAMORA
