p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
2,4,"50,0",2,3,"66,7",4,9,"44,4",6,12,"50,0",1691,28:11,,0,0,0,0,0,0,3,1,0,,-19,9,1,0,4,18,1,0,2868623,0,J. BONE,https://imagenes.feb.es/foto.aspx?c=2868623,HLA ALICANTE
0,0,"0,0",1,2,"50,0",1,2,"50,0",2,4,"50,0",548,09:08,,0,0,0,0,0,0,1,2,1,,-9,0,0,0,3,5,0,0,2868750,2,Y. JOSEPH,https://imagenes.feb.es/foto.aspx?c=2868750,HLA ALICANTE
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",709,11:49,,0,0,0,1,2,3,1,0,0,,-13,4,1,3,1,0,0,0,1869378,3,U. MENDICOTE RUBIO,https://imagenes.feb.es/foto.aspx?c=1869378,HLA ALICANTE
0,0,"0,0",0,0,"0,0",1,4,"25,0",1,4,"25,0",1118,18:38,,0,0,0,2,2,4,0,0,0,,-11,3,0,4,1,3,1,0,2825760,7,S. HOLLANDERS,https://imagenes.feb.es/foto.aspx?c=2825760,HLA ALICANTE
2,2,"100,0",0,0,"0,0",0,3,"0,0",0,3,"0,0",955,15:55,,0,0,0,0,0,0,2,0,1,,-19,0,0,0,2,2,0,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
0,0,"0,0",1,1,"100,0",0,2,"0,0",1,3,"33,3",818,13:38,,1,1,0,0,1,1,1,2,0,,-13,-1,1,1,3,2,0,0,2863973,10,E. POLANCO TAVAREZ,https://imagenes.feb.es/foto.aspx?c=2863973,HLA ALICANTE
0,0,"0,0",1,3,"33,3",0,0,"0,0",1,3,"33,3",487,08:07,,0,0,1,1,1,2,0,0,0,,-11,2,0,2,0,2,0,0,2818653,12,B. COULIBALY,https://imagenes.feb.es/foto.aspx?c=2818653,HLA ALICANTE
9,10,"90,0",2,4,"50,0",2,6,"33,3",4,10,"40,0",1913,31:53,,1,0,0,2,2,4,9,1,1,,-12,25,1,4,2,19,1,1,2433482,13,K. LARSEN,https://imagenes.feb.es/foto.aspx?c=2433482,HLA ALICANTE
1,2,"50,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",368,06:08,,0,0,0,1,1,2,1,0,0,,-2,3,0,2,1,3,0,0,1997161,14,I. TAMBA VILLEN,https://imagenes.feb.es/foto.aspx?c=1997161,HLA ALICANTE
0,0,"0,0",0,1,"0,0",2,4,"50,0",2,5,"40,0",757,12:37,,0,0,0,0,1,1,0,0,0,,-7,4,1,1,1,6,0,0,1676991,21,A. JORDA RODRIGUEZ,https://imagenes.feb.es/foto.aspx?c=1676991,HLA ALICANTE
0,0,"0,0",3,3,"100,0",1,2,"50,0",4,5,"80,0",1029,17:09,,0,0,2,0,4,4,1,0,0,,2,13,1,4,1,9,1,0,2817123,23,D. GEU,https://imagenes.feb.es/foto.aspx?c=2817123,HLA ALICANTE
2,2,"100,0",3,4,"75,0",1,2,"50,0",4,6,"66,7",1607,26:47,,0,0,0,0,0,0,5,4,1,,-1,17,11,0,5,11,1,0,1285873,33,M. TORRES CUEVAS,https://imagenes.feb.es/foto.aspx?c=1285873,HLA ALICANTE
2,2,"100,0",0,0,"0,0",2,2,"100,0",2,2,"100,0",960,16:00,,0,0,0,1,2,3,2,2,0,,21,10,1,3,2,8,0,0,2524084,5,R. ANDERSSON,https://imagenes.feb.es/foto.aspx?c=2524084,MONBUS OBRADOIRO
0,0,"0,0",6,8,"75,0",0,0,"0,0",6,8,"75,0",1042,17:22,,0,0,1,1,2,3,2,1,0,,-5,12,0,3,2,12,1,0,2219665,7,F. DOS ANJOS DE PAULA,https://imagenes.feb.es/foto.aspx?c=2219665,MONBUS OBRADOIRO
0,0,"0,0",3,7,"42,9",1,4,"25,0",4,11,"36,4",1564,26:04,,0,0,0,0,2,2,2,2,0,,8,7,5,2,2,9,1,1,2436780,9,L. WESTERMANN,https://imagenes.feb.es/foto.aspx?c=2436780,MONBUS OBRADOIRO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",60,01:00,,0,0,0,0,1,1,0,0,0,,2,2,1,1,0,0,0,0,2533473,10,A. GRELA ROJAS,https://imagenes.feb.es/foto.aspx?c=2533473,MONBUS OBRADOIRO
0,2,"0,0",7,10,"70,0",0,0,"0,0",7,10,"70,0",1358,22:38,,1,1,0,5,2,7,4,1,1,,28,19,1,7,3,14,0,0,2371461,11,D. KRAVIC,https://imagenes.feb.es/foto.aspx?c=2371461,MONBUS OBRADOIRO
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",0,00:00,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2082696,16,A. ETXEGUREN GONZALEZ,https://imagenes.feb.es/foto.aspx?c=2082696,MONBUS OBRADOIRO
0,0,"0,0",3,3,"100,0",1,2,"50,0",4,5,"80,0",1079,17:59,,0,0,0,1,1,2,1,2,1,,23,7,1,2,4,9,0,0,2734244,22,T. MUNNINGS,https://imagenes.feb.es/foto.aspx?c=2734244,MONBUS OBRADOIRO
3,3,"100,0",1,1,"100,0",1,2,"50,0",2,3,"66,7",1321,22:01,,0,0,0,1,2,3,1,0,0,,0,9,0,3,2,8,1,0,2524267,23,Y. BARRUETA,https://imagenes.feb.es/foto.aspx?c=2524267,MONBUS OBRADOIRO
0,2,"0,0",0,4,"0,0",1,2,"50,0",1,6,"16,7",999,16:39,,0,1,0,2,1,3,3,0,2,,9,8,5,3,1,3,0,0,2528063,24,D. DE SOUSA ANJO BRITO,https://imagenes.feb.es/foto.aspx?c=2528063,MONBUS OBRADOIRO
4,4,"100,0",4,5,"80,0",0,2,"0,0",4,7,"57,1",1077,17:57,,0,0,0,0,2,2,4,1,2,,18,17,2,2,1,12,0,0,2220063,25,S. QUINTELA SALVADOR,https://imagenes.feb.es/foto.aspx?c=2220063,MONBUS OBRADOIRO
5,6,"83,3",4,7,"57,1",1,2,"50,0",5,9,"55,6",1292,21:32,,0,0,0,0,1,1,3,0,1,,8,20,6,1,2,16,1,0,2640794,28,A. BARCELLO,https://imagenes.feb.es/foto.aspx?c=2640794,MONBUS OBRADOIRO
2,4,"50,0",2,3,"66,7",2,2,"100,0",4,5,"80,0",1248,20:48,,0,0,0,1,1,2,2,0,1,,3,13,4,2,5,12,1,0,1836771,57,A. GALAN POZO ,https://imagenes.feb.es/foto.aspx?c=1836771,MONBUS OBRADOIRO
