p1m,p1a,p1p,p2m,p2a,p2p,p3m,p3a,p3p,fgm,fga,fgp,min,minFormatted,sta,bs,tc,mt,ro,rd,rt,rf,to,st,ind,pllss,val,assist,reb,pf,pts,inn,captain,id,no,name,logo,team_name
3,4,"75,0",0,1,"0,0",0,7,"0,0",0,8,"0,0",1210,20:10,,0,0,0,0,0,0,3,0,1,,2,4,6,0,0,3,1,0,2557970,0,D. CUEVAS SIMARRO,https://imagenes.feb.es/foto.aspx?c=2557970,LEYMA CORUÑA
2,2,"100,0",6,11,"54,5",1,4,"25,0",7,15,"46,7",1234,20:34,,0,1,0,0,2,2,1,0,1,,8,11,1,2,3,17,0,0,2371535,4,P. JORGENSEN,https://imagenes.feb.es/foto.aspx?c=2371535,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,2,"0,0",0,2,"0,0",1189,19:49,,0,0,0,1,6,7,1,0,0,,-16,5,0,7,1,0,1,1,1491674,5,G. JOU COLL,https://imagenes.feb.es/foto.aspx?c=1491674,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,0,"0,0",0,0,"0,0",46,00:46,,0,0,0,0,0,0,0,0,0,,-3,0,0,0,0,0,0,0,2814191,6,M. BRAZ,https://imagenes.feb.es/foto.aspx?c=2814191,LEYMA CORUÑA
1,2,"50,0",4,4,"100,0",2,2,"100,0",6,6,"100,0",1301,21:41,,1,0,0,0,5,5,3,3,0,,3,20,2,5,2,15,1,0,2843861,8,D. RADONCIC,https://imagenes.feb.es/foto.aspx?c=2843861,LEYMA CORUÑA
4,5,"80,0",3,9,"33,3",1,3,"33,3",4,12,"33,3",1159,19:19,,0,2,0,0,2,2,5,0,0,,10,13,3,2,1,13,0,0,2644143,9,C. DE SOUZA PACHECO,https://imagenes.feb.es/foto.aspx?c=2644143,LEYMA CORUÑA
0,0,"0,0",0,0,"0,0",0,1,"0,0",0,1,"0,0",336,05:36,,0,0,0,0,0,0,0,0,0,,7,-2,0,0,1,0,0,0,2814190,13,D. BRNOVIC,https://imagenes.feb.es/foto.aspx?c=2814190,LEYMA CORUÑA
2,4,"50,0",1,1,"100,0",0,0,"0,0",1,1,"100,0",1235,20:35,,1,0,1,0,3,3,4,1,0,,3,6,1,3,4,4,0,0,1848359,21,I. DIOP GAYE,https://imagenes.feb.es/foto.aspx?c=1848359,LEYMA CORUÑA
4,4,"100,0",2,4,"50,0",0,4,"0,0",2,8,"25,0",1210,20:10,,0,0,0,1,3,4,2,1,1,,3,11,3,4,0,8,1,0,2452677,24,J. CREMO,https://imagenes.feb.es/foto.aspx?c=2452677,LEYMA CORUÑA
5,6,"83,3",4,4,"100,0",0,0,"0,0",4,4,"100,0",1046,17:26,,0,0,1,2,1,3,5,0,0,,9,16,0,3,4,13,1,0,2862313,34,S. BARRO,https://imagenes.feb.es/foto.aspx?c=2862313,LEYMA CORUÑA
0,2,"0,0",1,3,"33,3",0,0,"0,0",1,3,"33,3",867,14:27,,0,1,1,0,4,4,2,0,2,,-4,2,0,4,4,2,0,0,2815798,44,A. THIAM,https://imagenes.feb.es/foto.aspx?c=2815798,LEYMA CORUÑA
0,0,"0,0",1,2,"50,0",2,2,"100,0",3,4,"75,0",1167,19:27,,0,0,0,0,6,6,0,1,1,,23,13,2,6,2,8,0,0,1541543,50,J. DIAZ ALEJANO,https://imagenes.feb.es/foto.aspx?c=1541543,LEYMA CORUÑA
0,0,"0,0",0,5,"0,0",4,5,"80,0",4,10,"40,0",1090,18:10,,0,0,0,2,3,5,1,2,1,,-8,10,0,5,1,12,0,0,2868623,0,J. BONE,https://imagenes.feb.es/foto.aspx?c=2868623,HLA ALICANTE
0,0,"0,0",2,3,"66,7",0,0,"0,0",2,3,"66,7",838,13:58,,0,0,0,0,3,3,0,1,0,,-13,1,1,3,5,4,0,0,2868750,2,Y. JOSEPH,https://imagenes.feb.es/foto.aspx?c=2868750,HLA ALICANTE
2,5,"40,0",1,2,"50,0",0,0,"0,0",1,2,"50,0",803,13:23,,0,0,0,0,1,1,4,0,0,,2,4,0,1,1,4,0,0,1869378,3,U. MENDICOTE RUBIO,https://imagenes.feb.es/foto.aspx?c=1869378,HLA ALICANTE
0,0,"0,0",1,1,"100,0",3,6,"50,0",4,7,"57,1",1268,21:08,,0,0,0,0,1,1,0,1,0,,-10,5,0,1,3,11,1,0,2825760,7,S. HOLLANDERS,https://imagenes.feb.es/foto.aspx?c=2825760,HLA ALICANTE
0,0,"0,0",0,2,"0,0",3,6,"50,0",3,8,"37,5",1211,20:11,,0,0,0,1,2,3,1,1,1,,5,6,1,3,3,9,0,0,2734619,8,J. MWEMA,https://imagenes.feb.es/foto.aspx?c=2734619,HLA ALICANTE
4,4,"100,0",1,5,"20,0",0,0,"0,0",1,5,"20,0",1077,17:57,,0,2,0,0,3,3,2,1,0,,-3,8,3,3,1,6,1,0,2863973,10,E. POLANCO TAVAREZ,https://imagenes.feb.es/foto.aspx?c=2863973,HLA ALICANTE
